"No.","Residence Hall","Room","Occupancy","Time"
375,"Emery ",401,1,4/2/09 8:15:52
375,"Emery ",404,1,4/2/09 8:15:53
375,"Emery ",409,1,4/2/09 8:15:53
375,"Emery ",411,1,4/2/09 8:15:55
376,"Barbour Hall Apartments ",50,3,4/2/09 8:16:11
377,"New Pembroke #2 ",201,1,4/2/09 8:16:28
377,"New Pembroke #2 ",202,1,4/2/09 8:16:29
377,"New Pembroke #2 ",203,1,4/2/09 8:16:31
378,"Goddard House ",315,1,4/2/09 8:17:14
378,"Gregorian Quad B ",110,4,4/2/09 8:17:07
379,"Grad Center C ",530,5,4/2/09 8:17:36
380,"Marcy House ",329,1,4/2/09 8:17:52
381,"Grad Center C ",510,6,4/2/09 8:18:07
382,"Jameson House ",225,1,4/2/09 8:18:25
383,"Mead House ",231,1,4/2/09 8:18:39
384,"Gregorian Quad A ",209,4,4/2/09 8:18:51
385,"Minden ",701,3,4/2/09 8:19:10
386,"Goddard House ",329,1,4/2/09 8:19:34
386,"Goddard House ",331,1,4/2/09 8:19:36
387,"Drop to 453 ",,,4/2/09 8:19:57
388,"Minden ",809,2,4/2/09 8:20:12
389,"Young Orchard #2 ",110,4,4/2/09 8:20:23
390,"Gregorian Quad B ",102,4,4/2/09 8:20:40
391,"Marcy House ",328,1,4/2/09 8:20:56
391,"Woolley ",115,1,4/2/09 8:21:22
391,"Woolley ",116,1,4/2/09 8:21:25
392,"Archibald House ",418,1,4/2/09 8:21:54
392,"Chapin House ",320,1,4/2/09 8:22:04
392,"Minden ",207,2,4/2/09 8:21:48
393,"Gregorian Quad B ",404,4,4/2/09 8:22:15
393,"Marcy House ",128,1,4/2/09 8:22:28
393,"Poland House ",201,1,4/2/09 8:22:20
394,"No Show ",,,4/2/09 8:22:49
395,"Mead House ",229,1,4/2/09 8:23:10
396,"Gregorian Quad B ",106,4,4/2/09 8:23:26
396,"Olney House ",325,1,4/2/09 8:23:39
397,"Grad Center A ",230,4,4/2/09 8:24:25
397,"Hegeman ","B305 ",2,4/2/09 8:24:16
398,"Grad Center C ",620,5,4/2/09 8:24:49
398,"Grad Center C ",640,5,4/2/09 8:24:52
399,"Barbour Hall Apartments ",170,4,4/2/09 8:25:28
399,"Grad Center C ",340,5,4/2/09 8:25:19
400,"No Show ",,,4/2/09 8:25:54
401,"Emery ",317,1,4/2/09 8:26:11
402,"Barbour Hall Apartments ",250,5,4/2/09 8:26:26
403,"Barbour Hall Apartments ",370,4,4/2/09 8:26:39
404,"Goddard House ","306A ",1,4/2/09 8:27:00
404,"Goddard House ",310,1,4/2/09 8:27:02
405,"Marcy House ",127,1,4/2/09 8:27:31
406,"Minden ",306,2,4/2/09 8:27:49
406,"Minden ",308,2,4/2/09 8:27:51
407,"Goddard House ","306B ",1,4/2/09 8:28:05
407,"Goddard House ",313,1,4/2/09 8:28:07
408,"Minden ",315,3,4/2/09 8:28:20
409,"Grad Center C ",430,5,4/2/09 8:28:34
410,"Olney House ",319,1,4/2/09 8:28:56
410,"Wayland House ","400B ",7,4/2/09 8:28:51
411,"Olney House ",119,1,4/2/09 8:29:11
411,"Olney House ",121,1,4/2/09 8:29:12
411,"Olney House ",122,1,4/2/09 8:29:28
411,"Olney House ",123,1,4/2/09 8:29:32
411,"Olney House ",124,1,4/2/09 8:29:35
412,"Woolley ",118,1,4/2/09 8:29:47
412,"Woolley ",119,1,4/2/09 8:29:48
412,"Woolley ",307,1,4/2/09 8:29:53
412,"Woolley ",323,1,4/2/09 8:29:54
413,"No Show ",,,4/2/09 8:30:14
414,"Poland House ",203,1,4/2/09 8:30:35
415,"East Andrews ",214,3,4/2/09 8:32:19
415,"New Pembroke #2 ",301,1,4/2/09 8:31:12
415,"New Pembroke #2 ",307,1,4/2/09 8:31:05
415,"New Pembroke #4 ",303,1,4/2/09 8:31:19
415,"New Pembroke #4 ",320,1,4/2/09 8:31:15
416,"Slater Hall ",203,2,4/2/09 8:32:24
417,"Slater Hall ",301,4,4/2/09 8:32:28
417,"Slater Hall ",302,2,4/2/09 8:32:31
418,"Bronson House ",203,1,4/2/09 8:32:43
419,"Archibald House ",301,1,4/2/09 8:32:58
419,"Archibald House ",302,1,4/2/09 8:32:58
419,"Archibald House ",303,1,4/2/09 8:32:59
419,"Archibald House ",304,1,4/2/09 8:33:01
420,"Sears House ",312,1,4/2/09 8:33:40
420,"Slater Hall ",104,3,4/2/09 8:33:32
421,"Barbour Hall Apartments ",390,4,4/2/09 8:33:58
422,"Emery ",417,1,4/2/09 8:34:36
422,"Woolley ",123,1,4/2/09 8:34:21
422,"Woolley ",218,1,4/2/09 8:34:20
422,"Woolley ",416,1,4/2/09 8:34:32
423,"Grad Center C ",310,6,4/2/09 8:35:00
423,"Grad Center C ","410A ",2,4/2/09 8:34:56
423,"Olney House ",227,1,4/2/09 8:35:10
424,"Barbour Hall Apartments ",330,3,4/2/09 8:35:31
425,"Grad Center B ",530,5,4/2/09 8:35:52
426,"Archibald House ",221,1,4/2/09 8:36:16
426,"Minden ",415,3,4/2/09 8:36:12
427,"Grad Center C ",540,5,4/2/09 8:36:32
428,"Minden ",208,2,4/2/09 8:36:55
428,"Minden ",707,2,4/2/09 8:36:52
429,"Barbour Hall Apartments ",190,4,4/2/09 8:37:09
430,"Grad Center C ",210,6,4/2/09 8:37:18
431,"Chapin House ","114A ",1,4/2/09 8:38:42
431,"Chapin House ","114B ",1,4/2/09 8:38:44
431,"Machado ",35,1,4/2/09 8:37:45
431,"Machado ",36,1,4/2/09 8:37:45
431,"Minden ",501,3,4/2/09 8:38:22
432,"Drop to 433 ",,,4/2/09 8:39:15
433,"Grad Center B ",340,5,4/2/09 8:39:55
433,"Grad Center B ",430,6,4/2/09 8:39:53
434,"No Show ",,,4/2/09 8:40:16
435,"No Show ",,,4/2/09 8:40:42
436,"Emery ",104,1,4/2/09 8:41:30
436,"New Pembroke #4 ",403,1,4/2/09 8:41:28
437,"No Show ",,,4/2/09 8:41:49
438,"Grad Center C ",230,6,4/2/09 8:42:01
439,"Goddard House ",216,1,4/2/09 8:42:22
439,"Minden ",708,2,4/2/09 8:42:17
440,"Minden ",508,2,4/2/09 8:42:50
440,"Minden ",513,3,4/2/09 8:42:40
440,"Minden ",601,3,4/2/09 8:42:42
441,"Barbour Hall Apartments ",150,5,4/2/09 8:43:05
442,"No Show ",,,4/2/09 8:43:22
443,"Goddard House ",232,1,4/2/09 8:43:37
444,"Archibald House ",131,1,4/2/09 8:44:01
445,"Barbour Hall Apartments ",290,4,4/2/09 8:44:14
446,"Grad Center C ",440,5,4/2/09 8:44:30
447,"Emery ",201,1,4/2/09 8:44:46
447,"Emery ",301,1,4/2/09 8:44:44
448,"No Show ",,,4/2/09 8:45:05
449,"Poland House ",204,1,4/2/09 8:45:30
449,"Poland House ",205,1,4/2/09 8:45:32
450,"Poland House ",206,1,4/2/09 8:45:45
451,"Grad Center B ",540,5,4/2/09 8:46:03
452,"Minden ",302,3,4/2/09 8:46:19
453,"Minden ",801,3,4/2/09 8:46:37
454,"Poland House ",334,1,4/2/09 8:47:03
454,"Poland House ",336,1,4/2/09 8:47:06
454,"Slater Hall ",201,4,4/2/09 8:46:51
455,"Minden ",402,3,4/2/09 8:47:18
456,"No Show ",,,4/2/09 8:47:35
457,"Minden ",702,3,4/2/09 8:47:45
458,"Everett House ",107,1,4/2/09 8:47:58
459,"Barbour Hall ",305,2,4/2/09 8:48:12
460,"Pass ",,,4/2/09 8:48:33
461,"New Pembroke #4 ",421,1,4/2/09 8:48:47
461,"New Pembroke #4 ",423,1,4/2/09 8:48:48
461,"New Pembroke #4 ",425,1,4/2/09 8:48:48
461,"New Pembroke #4 ",426,1,4/2/09 8:48:51
462,"Olney House ",225,1,4/2/09 8:49:16
463,"Minden ",502,3,4/2/09 8:49:32
464,"No Show ",,,4/2/09 8:49:52
465,"Mead House ",113,1,4/2/09 8:50:02
466,"Poland House ",208,1,4/2/09 8:50:19
467,"New Pembroke #4 ",326,1,4/2/09 8:50:36
467,"New Pembroke #4 ",327,1,4/2/09 8:50:39
468,"New Pembroke #2 ",303,1,4/2/09 8:50:50
469,"Grad Center A ",530,5,4/2/09 8:51:05
469,"Grad Center A ",540,6,4/2/09 8:51:08
470,"New Pembroke #3 ",105,1,4/2/09 8:51:19
471,"New Pembroke #3 ",318,1,4/2/09 8:51:34
472,"Grad Center C ",420,5,4/2/09 8:51:43
473,"New Pembroke #3 ",317,1,4/2/09 8:52:04
474,"No Show ",,,4/2/09 8:52:21
475,"No Show ",,,4/2/09 8:52:34
476,"New Pembroke #4 ",302,1,4/2/09 8:52:46
477,"No Show ",,,4/2/09 8:53:07
478,"Poland House ",202,1,4/2/09 8:53:19
479,"Machado ",34,1,4/2/09 8:53:46
480,"Mead House ",216,1,4/2/09 8:54:01
480,"Mead House ",218,1,4/2/09 8:54:04
481,"Drop to 545 ",,,4/2/09 8:54:18
482,"New Pembroke #4 ",427,1,4/2/09 8:54:29
483,"Poland House ",323,1,4/2/09 8:54:44
484,"Archibald House ",217,1,4/2/09 8:54:54
485,"Machado ",125,1,4/2/09 8:55:13
486,"New Pembroke #2 ",204,1,4/2/09 8:55:34
486,"New Pembroke #2 ",205,1,4/2/09 8:55:36
486,"New Pembroke #2 ",304,1,4/2/09 8:55:32
486,"New Pembroke #2 ",305,1,4/2/09 8:55:33
487,"Archibald House ",218,1,4/2/09 8:56:06
488,"Goddard House ","400A ",6,4/2/09 8:56:30
,,,,
"(Beginning of Semester Level 4 Groups)",,,,
,,,,
489,"Mead House ",109,1,4/6/09 6:05:34
490,"Minden ",506,2,4/6/09 6:06:08
490,"Poland House ",321,1,4/6/09 6:06:14
490,"Poland House ",325,1,4/6/09 6:06:15
490,"Poland House ",338,1,4/6/09 6:06:21
491,"New Pembroke #1 ",202,1,4/6/09 6:07:59
492,"Harkness House ",327,1,4/6/09 6:08:13
493,"Diman House ",332,1,4/6/09 6:08:24
494,"New Pembroke #4 ",402,1,4/6/09 6:08:42
495,"Diman House ",325,1,4/6/09 6:09:09
496,"No Show ",,,4/6/09 6:09:30
,,,,
"(Beginning of Semester Level 3 Groups)",,,,
,,,,
497,"Harkness House ",321,1,4/6/09 6:09:48
498,"New Pembroke #1 ",205,1,4/6/09 6:10:00
499,"Drop to 517 ",,,4/6/09 6:10:31
500,"Barbour Hall ",101,2,4/6/09 6:10:40
500,"Barbour Hall ",201,2,4/6/09 6:10:41
500,"Mead House ",227,1,4/6/09 6:10:49
501,"Jameson House ",219,1,4/6/09 6:11:02
502,"Harkness House ",319,1,4/6/09 6:11:18
503,"Diman House ",226,1,4/6/09 6:11:35
504,"Slater Hall ",304,4,4/6/09 6:11:50
505,"Harkness House ",320,1,4/6/09 6:12:05
506,"Barbour Hall ",208,2,4/6/09 6:12:24
506,"Barbour Hall ",301,2,4/6/09 6:12:21
506,"Barbour Hall ",308,2,4/6/09 6:12:22
507,"Diman House ",310,1,4/6/09 6:12:36
508,"Diman House ",311,1,4/6/09 6:12:46
509,"Caswell Hall ",402,2,4/6/09 6:13:09
509,"Diman House ",323,1,4/6/09 6:13:02
510,"New Pembroke #1 ",206,1,4/6/09 6:13:21
511,"New Pembroke #1 ",405,1,4/6/09 6:13:33
512,"Diman House ",312,1,4/6/09 6:13:47
513,"Bronson House ",309,1,4/6/09 6:14:11
513,"Gregorian Quad A ",410,2,4/6/09 6:14:05
514,"Caswell Hall ",410,2,4/6/09 6:14:25
515,"Barbour Hall Apartments ",80,4,4/6/09 6:14:51
515,"Slater Hall ",402,2,4/6/09 6:14:45
516,"Barbour Hall Apartments ",350,5,4/6/09 6:15:03
517,"Sears House ","400A ",7,4/6/09 6:15:23
518,"Diman House ","229A ",1,4/6/09 6:15:35
519,"Caswell Hall ",401,2,4/6/09 6:15:55
519,"Caswell Hall ",404,2,4/6/09 6:15:55
519,"Slater Hall ",403,2,4/6/09 6:15:59
520,"Caswell Hall ",411,2,4/6/09 6:16:09
520,"Caswell Hall ",412,2,4/6/09 6:16:12
521,"No Show ",,,4/6/09 6:16:39
522,"Grad Center B ",510,6,4/6/09 6:18:54
523,"Harkness House ","326A ",1,4/6/09 6:19:25
524,"Slater Hall ",202,2,4/6/09 6:19:39
525,"Slater Hall ",303,2,4/6/09 6:19:50
526,"Archibald House ",306,1,4/6/09 6:20:14
526,"Harkness House ","326B ",1,4/6/09 6:20:10
526,"Slater Hall ",405,2,4/6/09 6:20:05
527,"Archibald House ",227,1,4/6/09 6:20:42
527,"Slater Hall ",204,4,4/6/09 6:20:34
527,"Slater Hall ",406,2,4/6/09 6:20:34
528,"Diman House ","229B ",1,4/6/09 6:20:57
528,"Diman House ","329A ",1,4/6/09 6:20:58
528,"Diman House ","329B ",1,4/6/09 6:21:05
529,"Caswell Hall ",206,2,4/6/09 6:21:27
529,"Slater Hall ",101,4,4/6/09 6:21:23
530,"Grad Center D ",420,5,4/6/09 6:21:44
531,"Jameson House ",218,1,4/6/09 6:22:23
532,"Harkness House ","400B ",8,4/6/09 6:22:39
533,"New Pembroke #1 ",305,1,4/6/09 6:22:51
534,"Caswell Hall ",302,2,4/6/09 6:23:04
535,"Bronson House ",304,1,4/6/09 6:23:17
536,"Caswell Hall ",311,2,4/6/09 6:23:59
536,"Caswell Hall ",312,2,4/6/09 6:24:02
536,"Grad Center A ",310,5,4/6/09 6:23:45
536,"Machado ",121,1,4/6/09 6:23:35
537,"Bronson House ",306,1,4/6/09 6:24:21
538,"Caswell Hall ",301,2,4/6/09 6:24:39
538,"Caswell Hall ",405,2,4/6/09 6:24:36
538,"Caswell Hall ",406,2,4/6/09 6:24:35
539,"Barbour Hall Apartments ",320,4,4/6/09 6:25:00
539,"Marcy House ",340,2,4/6/09 6:25:08
539,"Marcy House ",341,2,4/6/09 6:25:08
539,"Marcy House ",342,2,4/6/09 6:25:12
539,"New Pembroke #2 ",102,2,4/6/09 6:24:56
540,"Archibald House ",422,1,4/6/09 6:25:24
541,"Grad Center B ",440,5,4/6/09 6:25:38
542,"Barbour Hall ",203,3,4/6/09 6:25:56
542,"Barbour Hall Apartments ",220,4,4/6/09 6:25:53
543,"Bronson House ",204,1,4/6/09 6:26:22
543,"Grad Center A ",340,6,4/6/09 6:26:16
544,"Caswell Hall ",102,2,4/6/09 6:26:55
544,"Caswell Hall ",105,2,4/6/09 6:26:58
545,"Grad Center B ",630,6,4/6/09 6:27:10
546,"Machado ",122,1,4/6/09 6:27:25
547,"Grad Center D ",610,5,4/6/09 6:27:34
548,"Bronson House ",206,1,4/6/09 6:27:49
549,"Everett House ",316,1,4/6/09 6:27:59
550,"Harkness House ","400A ",7,4/6/09 6:28:16
551,"Barbour Hall Apartments ",30,4,4/6/09 6:28:35
551,"Minden ",606,2,4/6/09 6:28:39
551,"New Pembroke #1 ",204,1,4/6/09 6:28:43
552,"Grad Center D ",410,5,4/6/09 6:29:07
553,"New Pembroke #1 ",307,1,4/6/09 6:29:21
553,"New Pembroke #1 ",407,1,4/6/09 6:29:24
554,"Grad Center B ",610,6,4/6/09 6:29:37
555,"Grad Center D ",430,5,4/6/09 6:29:50
556,"Caswell Hall ",306,2,4/6/09 6:30:06
557,"Mead House ",204,1,4/6/09 6:30:24
557,"New Pembroke #1 ",402,1,4/6/09 6:30:30
558,"Diman House ",227,2,4/6/09 6:30:49
559,"Grad Center A ",640,6,4/6/09 6:31:05
560,"Diman House ",221,3,4/6/09 6:31:21
560,"Diman House ",231,2,4/6/09 6:31:22
560,"Diman House ",233,2,4/6/09 6:31:25
561,"Grad Center A ",410,5,4/6/09 6:31:47
562,"Minden ",101,3,4/6/09 6:31:57
563,"Grad Center D ",520,6,4/6/09 6:32:12
563,"Grad Center D ",540,6,4/6/09 6:32:15
564,"Grad Center D ",210,4,4/6/09 6:32:33
565,"Barbour Hall Apartments ",120,4,4/6/09 6:32:45
566,"Grad Center B ",420,5,4/6/09 6:33:01
567,"Grad Center A ",430,5,4/6/09 6:33:14
568,"Grad Center D ",310,5,4/6/09 6:33:46
569,"Caswell Hall ",409,2,4/6/09 6:35:21
569,"Grad Center D ",230,5,4/6/09 6:35:11
569,"New Pembroke #1 ",306,1,4/6/09 6:34:06
570,"Grad Center A ",440,6,4/6/09 6:35:35
571,"Barbour Hall Apartments ",180,4,4/6/09 6:35:49
572,"New Pembroke #1 ",404,1,4/6/09 6:36:09
572,"New Pembroke #1 ",406,1,4/6/09 6:36:05
573,"Caswell Hall ",305,2,4/6/09 6:36:44
573,"Caswell Hall ",307,2,4/6/09 6:36:47
573,"Minden ",608,2,4/6/09 6:36:26
574,"Barbour Hall ",206,2,4/6/09 6:37:04
574,"New Pembroke #2 ",302,1,4/6/09 6:37:38
574,"New Pembroke #4 ",313,1,4/6/09 6:37:42
575,"Grad Center D ",440,6,4/6/09 6:38:07
576,"Caswell Hall ",407,2,4/6/09 6:38:20
576,"Caswell Hall ",408,2,4/6/09 6:38:22
577,"Grad Center D ",220,6,4/6/09 6:38:36
578,"Caswell Hall ",309,2,4/6/09 6:38:57
578,"Caswell Hall ",310,2,4/6/09 6:39:01
579,"Caswell Hall ",109,2,4/6/09 6:39:53
579,"Caswell Hall ",201,2,4/6/09 6:39:55
579,"Caswell Hall ",205,2,4/6/09 6:39:57
580,"Diman House ","400A ",8,4/6/09 6:40:10
581,"Barbour Hall Apartments ",380,4,4/6/09 6:40:24
581,"Grad Center D ",110,5,4/6/09 6:40:31
582,"Caswell Hall ",107,2,4/6/09 6:40:50
582,"Caswell Hall ",108,2,4/6/09 6:40:52
583,"Drop to 588 ",,,4/6/09 6:41:09
584,"Caswell Hall ",208,2,4/6/09 6:41:31
584,"Caswell Hall ",212,2,4/6/09 6:41:33
584,"Caswell Hall ",308,2,4/6/09 6:41:36
585,"Diman House ","400B ",8,4/6/09 6:41:51
586,"Grad Center B ",230,5,4/6/09 6:42:10
587,"Grad Center C ",140,5,4/6/09 6:42:29
588,"Grad Center A ",220,5,4/6/09 6:42:40
589,"Caswell Hall ",103,2,4/6/09 6:43:01
589,"Caswell Hall ",104,2,4/6/09 6:43:04
589,"Caswell Hall ",106,2,4/6/09 6:43:10
590,"Grad Center A ",210,5,4/6/09 6:43:44
591,"Diman House ",215,3,4/6/09 6:44:20
592,"Grad Center B ",240,5,4/6/09 6:44:31
593,"Grad Center D ",240,6,4/6/09 6:44:44
594,"Grad Center C ",240,5,4/6/09 6:44:55
595,"Machado ",31,1,4/6/09 6:45:07
596,"New Pembroke #4 ",413,1,4/6/09 6:45:27
597,"Caswell Hall ",112,2,4/6/09 6:45:56
597,"Caswell Hall ",204,2,4/6/09 6:45:55
597,"Caswell Hall ",403,2,4/6/09 6:45:58
598,"Minden ",212,4,4/6/09 6:46:21
598,"Minden ",806,2,4/6/09 6:46:24
599,"Barbour Hall ",205,3,4/6/09 6:46:46
599,"Minden ",706,2,4/6/09 6:46:38
600,"Grad Center C ",220,5,4/6/09 6:46:57
601,"Diman House ",301,2,4/6/09 6:47:17
601,"Diman House ",302,2,4/6/09 6:47:17
601,"Diman House ",307,2,4/6/09 6:47:19
601,"Diman House ",308,2,4/6/09 6:47:22
602,"Barbour Hall ",106,2,4/6/09 6:47:39
602,"Barbour Hall ",108,2,4/6/09 6:47:38
602,"Barbour Hall ",202,2,4/6/09 6:47:44
602,"Caswell Hall ",101,2,4/6/09 6:47:55
602,"Caswell Hall ",110,2,4/6/09 6:47:51
603,"Grad Center D ",320,6,4/6/09 6:48:11
604,"Grad Center D ",640,6,4/6/09 6:48:33
604,"Machado ",37,1,4/6/09 6:48:26
604,"Machado ",38,1,4/6/09 6:48:28
605,"Grad Center D ",340,6,4/6/09 6:48:47
606,"Diman House ",327,2,4/6/09 6:49:10
606,"Diman House ",328,2,4/6/09 6:49:10
606,"Diman House ",333,2,4/6/09 6:49:11
606,"Diman House ",334,2,4/6/09 6:49:13
607,"Harkness House ",301,2,4/6/09 6:49:53
607,"Harkness House ",302,2,4/6/09 6:49:54
607,"Machado ",123,1,4/6/09 6:49:38
607,"Minden ",408,2,4/6/09 6:50:10
608,"Grad Center B ",140,5,4/6/09 6:50:48
608,"Grad Center B ",210,6,4/6/09 6:50:51
609,"Grad Center A ",620,6,4/6/09 6:51:04
610,"Grad Center A ",130,5,4/6/09 6:51:17
611,"Grad Center A ",420,6,4/6/09 6:51:33
611,"Harkness House ",201,2,4/6/09 6:51:38
611,"Harkness House ",202,2,4/6/09 6:51:41
612,"Grad Center B ",120,5,4/6/09 6:52:01
613,"Grad Center B ",110,5,4/6/09 6:52:11
614,"Grad Center A ",140,5,4/6/09 6:54:09
615,"Miller ",121,3,4/6/09 6:55:32
615,"Miller ",122,2,4/6/09 6:55:35
616,"Grad Center B ",410,6,4/6/09 6:55:46
617,"Gregorian Quad B ",401,2,4/6/09 6:57:22
617,"Gregorian Quad B ",403,2,4/6/09 6:57:25
618,"Diman House ",117,2,4/6/09 6:57:43
618,"Diman House ",121,2,4/6/09 6:57:44
618,"Diman House ",217,2,4/6/09 6:57:47
619,"Pass ",,,4/6/09 6:57:58
620,"Barbour Hall ",306,2,4/6/09 6:58:20
620,"Diman House ",317,2,4/6/09 6:58:26
621,"Diman House ",115,3,4/6/09 6:59:24
621,"Diman House ",315,3,4/6/09 6:58:41
621,"Diman House ",321,2,4/6/09 7:00:02
622,"Harkness House ",204,2,4/6/09 7:00:28
622,"Harkness House ",323,2,4/6/09 7:00:28
622,"Harkness House ",324,2,4/6/09 7:00:31
623,"Marcy House ",225,3,4/6/09 7:01:10
624,"Barbour Hall ",105,3,4/6/09 7:01:33
624,"Grad Center A ",240,6,4/6/09 7:01:28
625,"Gregorian Quad A ","408A ",2,4/6/09 7:01:55
625,"Gregorian Quad A ","408F ",2,4/6/09 7:01:58
625,"Gregorian Quad A ",409,2,4/6/09 7:02:02
626,"Minden ",712,4,4/6/09 7:02:18
627,"Pass ",,,4/6/09 7:02:26
628,"Harkness House ",304,2,4/6/09 7:02:51
628,"Harkness House ",328,2,4/6/09 7:02:48
628,"Harkness House ",329,2,4/6/09 7:02:49
629,"111 Brown Street ",202,2,4/6/09 7:03:12
629,"111 Brown Street ",301,2,4/6/09 7:03:13
629,"111 Brown Street ",302,2,4/6/09 7:03:15
630,"Machado ",315,3,4/6/09 7:03:33
631,"Harkness House ",313,2,4/6/09 7:03:47
631,"Harkness House ",314,2,4/6/09 7:03:48
631,"Harkness House ",317,2,4/6/09 7:03:50
632,"Grad Center D ",120,4,4/6/09 7:04:04
632,"Grad Center D ",140,4,4/6/09 7:04:07
633,"Sears House ",213,2,4/6/09 7:04:27
633,"Sears House ",214,2,4/6/09 7:04:30
634,"Marcy House ",319,3,4/6/09 7:04:44
634,"Marcy House ",321,2,4/6/09 7:04:47
635,"Bronson House ",319,3,4/6/09 7:05:20
635,"Diman House ",234,2,4/6/09 7:05:03
636,"Pass ",,,4/6/09 7:05:30
637,"Minden ",312,4,4/6/09 7:05:47
637,"Minden ",412,4,4/6/09 7:05:49
638,"Goddard House ",301,2,4/6/09 7:06:13
638,"Goddard House ",302,2,4/6/09 7:06:13
638,"Goddard House ",304,2,4/6/09 7:06:14
638,"Goddard House ",308,2,4/6/09 7:06:17
639,"Sears House ",313,2,4/6/09 7:07:13
639,"Sears House ",317,2,4/6/09 7:07:16
640,"Pass ",,,4/6/09 7:07:51
641,"Marcy House ",121,2,4/6/09 7:08:12
641,"Marcy House ",125,2,4/6/09 7:08:13
641,"Marcy House ",221,2,4/6/09 7:08:16
642,"Sears House ",301,2,4/6/09 7:08:29
642,"Sears House ",302,2,4/6/09 7:08:30
642,"Sears House ",304,2,4/6/09 7:08:33
643,"Goddard House ",127,2,4/6/09 7:08:57
643,"Goddard House ",217,2,4/6/09 7:08:59
643,"Goddard House ",223,2,4/6/09 7:08:58
643,"Goddard House ",227,2,4/6/09 7:08:58
643,"Goddard House ",323,2,4/6/09 7:09:00
643,"Goddard House ",327,2,4/6/09 7:09:10
644,"No Show ",,,4/6/09 7:09:49
645,"Harkness House ",213,2,4/6/09 7:10:08
645,"Harkness House ",217,2,4/6/09 7:10:10
645,"Hegeman ","B105 ",2,4/6/09 7:10:14
646,"Gregorian Quad B ",405,2,4/6/09 7:10:40
647,"Barbour Hall ",103,3,4/6/09 7:10:59
647,"Barbour Hall ",303,3,4/6/09 7:11:02
648,"Machado ",30,2,4/6/09 7:11:28
648,"Minden ",612,4,4/6/09 7:11:32
649,"No Show ",,,4/6/09 7:11:45
650,"Chapin House ",217,2,4/6/09 7:12:10
650,"Jameson House ",117,3,4/6/09 7:12:04
651,"Sears House ",217,2,4/6/09 7:13:22
651,"Sears House ",223,2,4/6/09 7:13:24
651,"Sears House ",307,2,4/6/09 7:13:18
651,"Sears House ",308,2,4/6/09 7:13:18
651,"Sears House ",314,2,4/6/09 7:13:19
652,"Diman House ",331,2,4/6/09 7:13:53
652,"Marcy House ",219,3,4/6/09 7:13:43
652,"Marcy House ",325,2,4/6/09 7:13:46
653,"Olney House ",213,2,4/6/09 7:14:22
653,"Olney House ",217,2,4/6/09 7:14:24
653,"Sears House ",113,2,4/6/09 7:14:19
653,"Sears House ",117,2,4/6/09 7:14:20
654,"Drop to 679 ",,,4/6/09 7:14:53
655,"Pass ",,,4/6/09 7:15:14
656,"Chapin House ",214,2,4/6/09 7:15:33
657,"Chapin House ",117,2,4/6/09 7:16:36
657,"Minden ",512,4,4/6/09 7:15:54
657,"Olney House ",117,2,4/6/09 7:16:41
658,"Marcy House ",119,3,4/6/09 7:17:07
659,"New Pembroke #1 ",201,2,4/6/09 7:17:27
659,"New Pembroke #1 ",315,2,4/6/09 7:17:28
659,"New Pembroke #1 ",401,2,4/6/09 7:17:29
659,"New Pembroke #1 ",415,2,4/6/09 7:17:32
660,"Chapin House ",313,2,4/6/09 7:18:14
660,"Olney House ",113,2,4/6/09 7:18:09
661,"East Andrews ",314,3,4/6/09 7:18:34
661,"New Pembroke #2 ",215,2,4/6/09 7:18:39
662,"Mead House ",211,3,4/6/09 7:19:15
662,"New Pembroke #2 ",206,2,4/6/09 7:19:02
663,"Pass ",,,4/6/09 7:19:47
664,"Machado ",126,2,4/6/09 7:20:20
664,"New Pembroke #2 ",105,2,4/6/09 7:20:08
664,"New Pembroke #2 ",306,2,4/6/09 7:20:10
664,"New Pembroke #2 ",315,2,4/6/09 7:20:12
665,"Pass ",,,4/6/09 7:22:11
666,"Machado ",326,2,4/6/09 7:22:48
666,"Miller ",124,2,4/6/09 7:23:00
666,"West Andrews ",211,3,4/6/09 7:22:41
666,"West Andrews ",411,3,4/6/09 7:22:36
667,"Pass ",,,4/6/09 7:23:21
668,"Pass ",,,4/6/09 7:23:40
669,"Jameson House ",307,3,4/6/09 7:23:55
669,"Olney House ",313,2,4/6/09 7:24:01
670,"East Andrews ",414,3,4/6/09 7:24:24
670,"Olney House ",317,2,4/6/09 7:24:29
671,"Chapin House ",213,2,4/6/09 7:24:53
671,"Chapin House ",314,2,4/6/09 7:24:54
671,"Chapin House ",317,2,4/6/09 7:24:57
672,"111 Brown Street ",102,2,4/6/09 7:25:44
672,"Chapin House ",113,2,4/6/09 7:25:39
673,"Jameson House ",209,4,4/6/09 7:26:08
673,"Machado ",39,2,4/6/09 7:26:11
674,"Pass ",,,4/6/09 7:26:57
675,"Pass ",,,4/6/09 7:27:14
676,"Pass ",,,4/6/09 7:27:26
677,"Archibald House ",319,4,4/6/09 7:27:36
678,"Pass ",,,4/6/09 7:27:54
679,"Pass ",,,4/6/09 7:28:06
680,"Pass ",,,4/6/09 7:28:17
681,"Pass ",,,4/6/09 7:28:28
682,"Pass ",,,4/6/09 7:29:04
683,"No Show ",,,4/6/09 7:29:18
684,"No Show ",,,4/6/09 7:29:33
685,"Pass ",,,4/6/09 7:29:39
686,"Pass ",,,4/6/09 7:29:52
